NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,A Hero's Death,A Lucid Dream  - Fontaines D.C.,,,,590,4
BAGeL Radio,A,Fontaines D.C.,A Lucid Dream -A Hero's Death,,,,129,1
BAGeL Radio,A,Cineplexx,A Mi Lado,,,,75,1
BAGeL Radio,A,The Plimsouls,A Million Miles Away,,,,110,1
BAGeL Radio,A,Pronoun,A Million Other Things -There's No One New Around You,,,,133,1
BAGeL Radio,A,Titus Andronicus,A More Perfect Union -The Monitor,,,,108,1
BAGeL Radio,A,Billy Bragg,A New England,,,,88,1
BAGeL Radio,A,The Cure,A Night Like This,,,,108,1
BAGeL Radio,A,The Cure,A Night Like This -The Head On The Door,,,,157,1
BAGeL Radio,A,The Thermals,A Pillar Of Salt,,,,121,1
BAGeL Radio,A,Primal Scream,A Scanner Darkly,,,,232,1
BAGeL Radio,A,The Cure,A Short Term Effect,,,,73,1
BAGeL Radio,A,The Cure,A Strange Day,,,,120,1
BAGeL Radio,A,Rob Crow,A Subtle Kiss,,,,52,1
BAGeL Radio,A,Ruby Pins,A Trial,,,,200,1
BAGeL Radio,A,Swan Lake,A Venue Called Rubella -Beast Moans,,,,110,1
BAGeL Radio,A,The Kinks,A Well Respected Man,,,,104,1
BAGeL Radio,A,The Kinks,A Well Respected Man -Kwyet Kinks EP,,,,209,2
BAGeL Radio,A,Procol Harum,A Whiter Shade Of Pale -The British Beat: Best Of The '60s [Disc 3],,,,121,1
BAGeL Radio,A,Praises,A World On Fire,,,,780,8
BAGeL Radio,A,Praises,A World On Fire -EP4,,,,877,7
BAGeL Radio,A,Scarves,"A \""Pop\"" Song -Empty Houses",,,,95,1
BAGeL Radio,A,Gliss,A to B -Langsom Dans,,,,83,1
BAGeL Radio,A,So So Glos,A.D.D. Life,,,,71,1
BAGeL Radio,A,The Otherside,A5,,,,131,1
BAGeL Radio,A,L.T.D.,ABC's in Old Berlin -Stop Und Fick Dich!,,,,164,1
BAGeL Radio,A,NOTHING,ACD (Abcessive Compulsive Disorder) -Tired of Tomorrow,,,,250,2
BAGeL Radio,A,Pit Er Pat,ANNO IV:XX,,,,109,1
BAGeL Radio,A,Palehound,Aaron -Black Friday,,,,119,1
BAGeL Radio,A,Joy Again,Abaighs Song,,,,263,2
BAGeL Radio,A,Joy Again,Abaighs Song -Piano [EP],,,,99,1
BAGeL Radio,A,Dave Fischoff,Abilene,,,,95,1
BAGeL Radio,A,Nirvana,About A Girl -Bleach,,,,221,2
BAGeL Radio,A,The Pastels / Tenniscoats,About You,,,,189,1
BAGeL Radio,A,The Phantom Family Halo,Above My Head,,,,155,1
BAGeL Radio,A,Radio 4,Absolute Affirmation,,,,118,1
BAGeL Radio,A,Flat Worms,Accelerated -Flat Worms,,,,432,3
BAGeL Radio,A,Ladytron,Ace Of Hz,,,,118,1
BAGeL Radio,A,Ringo Deathstarr,Acid Tongue,,,,164,1
BAGeL Radio,A,Nation Of Language,Across That Fine Line (Time Edit),,,,1009,9
BAGeL Radio,A,A Way Forward,Across That Fine Line (Time Edit)  - Nation Of Language,,,,661,4
BAGeL Radio,A,Nation Of Language,Across That Fine Line (Time Edit) -A Way Forward,,,,888,7
BAGeL Radio,A,The Beatles,Across The Universe -Let It Be,,,,544,4
BAGeL Radio,A,Robbers On High Street,Across Your Knee -Grand Animals,,,,123,1
BAGeL Radio,A,Money For Rope,Actually -Picture Us,,,,106,1
BAGeL Radio,A,FEET,Ad Blue,,,,81,1
BAGeL Radio,A,FEET,Ad Blue -What's Inside Is More Than Just Ham,,,,125,1
BAGeL Radio,A,can't stop me from dying,Ada Lea-one hand on the steering wheel the other sewing a garden,,,,520,5
BAGeL Radio,A,partner,Ada Lea-one hand on the steering wheel the other sewing a garden,,,,495,5
BAGeL Radio,A,Japandroids,Adrenaline Nightshift -Celebration Rock,,,,140,1
BAGeL Radio,A,The Orion Experience,Adrianne -Cosmicandy,,,,124,1
BAGeL Radio,A,X,Adult Books (Single Version) -Wild Gift,,,,82,1
BAGeL Radio,A,Perfect Pussy,Advance Upon the Real,,,,136,1
BAGeL Radio,A,This Town Needs Guns,"Adventure, Stamina & Anger -Adventure, Stamina & Anger (single)",,,,91,1
BAGeL Radio,A,Telegram,Aeons,,,,111,1
BAGeL Radio,A,The Sea And Cake,Aerial ,,,,123,1
BAGeL Radio,A,Shocking Pinks,Affection -Dance the Dance Electric,,,,167,1
BAGeL Radio,A,Young Fresh Fellows,After Suicide -I Think This Is,,,,154,1
BAGeL Radio,A,The Martha's Vineyard Ferries,After You -Suns Out Guns Out,,,,91,1
BAGeL Radio,A,Numb.er,Again -Goodbye,,,,245,2
BAGeL Radio,A,New Order,Age Of Consent,,,,214,2
BAGeL Radio,A,New Order,"Age Of Consent -Power, Corruption & Lies",,,,92,1
BAGeL Radio,A,The Faint,Agenda Suicide -Danse Macabre,,,,134,1
BAGeL Radio,A,The Muffs,Agony,,,,87,1
BAGeL Radio,A,Captain Beefheart And The Magic Band,Ah Feel Like Ahcid,,,,306,3
BAGeL Radio,A,Sonen,Aiko,,,,64,1
BAGeL Radio,A,Sonen,Aiko -Inside The Sun,,,,109,1
BAGeL Radio,A,Sholi,Aimless -Demo,,,,66,1
BAGeL Radio,A,Beach Skulls,Ain't Easy (tedit) -Las Dunas,,,,174,1
BAGeL Radio,A,Papa,Ain't It So -A Good Woman Is Hard To Find,,,,105,1
BAGeL Radio,A,Dead Boys,"Ain't Nothing to Do -Young, Loud and Snotty",,,,135,1
BAGeL Radio,A,Conor Oberst and the Mystic Valley Band,Air Mattress -Outer South,,,,89,1
BAGeL Radio,A,Radiohead,Airbag (Remastered),,,,90,1
BAGeL Radio,A,An Horse,Airport Death,,,,71,1
BAGeL Radio,A,Camera Obscura,Alaska,,,,94,1
BAGeL Radio,A,Camera Obscura,Alaska -If Looks Could Kill,,,,82,1
BAGeL Radio,A,Happy Song,Alex the Astronaut-The Theory of Absolutely Nothing,,,,454,4
BAGeL Radio,A,Electric Banana,Alexander,,,,151,1
BAGeL Radio,A,RVG,Alexandra,,,,159,1
BAGeL Radio,A,Hamilton Leithauser,Alexandra -Black Hours,,,,87,1
BAGeL Radio,A,RVG,Alexandra -Feral,,,,179,1
BAGeL Radio,A,HIJK,Alibi,,,,82,1
BAGeL Radio,A,HIJK,Alibi -The Pen And The Letter (sampler),,,,114,1
BAGeL Radio,A,The Sisters Of Mercy,Alice,,,,81,1
BAGeL Radio,A,Cloud Cult,Alien Christ -The Meaning of 8,,,,127,1
BAGeL Radio,A,Ratboys,Alien With A Sleep Mask On,,,,94,1
BAGeL Radio,A,The Lemonheads,Alison's Starting To Happen,,,,85,1
BAGeL Radio,A,together PANGEA,Alive,,,,103,1
BAGeL Radio,A,Services,Alive -Eat Prey Love,,,,126,1
BAGeL Radio,A,Fox Grin,All Alright -Dawn [EP],,,,114,1
BAGeL Radio,A,Echo & the Bunnymen,All Because Of You Days -Siberia,,,,56,1
BAGeL Radio,A,The Morning Benders,All Day Daylight -Big Echo,,,,90,1
BAGeL Radio,A,Pixies,All I Think About Now -Head Carrier,,,,163,2
BAGeL Radio,A,SPLASHH,All I Wanna Do -Comfort,,,,102,1
BAGeL Radio,A,Flaamingos,All I Wanna Do Is Live -Flaamingos,,,,209,2
BAGeL Radio,A,Holly Miranda,All I Want Is To Be Your Girl (Album Version),,,,156,1
BAGeL Radio,A,The Real Kids,All Kindsa Girls,,,,157,1
BAGeL Radio,A,The Departure,All Mapped Out,,,,199,1
BAGeL Radio,A,Dirty Lungs,All My Cats -Dirty Lungs,,,,532,4
BAGeL Radio,A,The No. 44,All My Friends,,,,91,1
BAGeL Radio,A,The No. 44,All My Friends -Reflexive // Repeater,,,,176,1
BAGeL Radio,A,The Breeders,All Nerve -All Nerve,,,,172,1
BAGeL Radio,A,Guts Club,All Of The Babies,,,,107,1
BAGeL Radio,A,Guts Club,All Of The Babies -The Arm Wrestling Tournament,,,,166,1
BAGeL Radio,A,Jan,All Of These Igloos -Jan,,,,40,1
BAGeL Radio,A,The Early Years,All Ones & Zeros,,,,164,1
BAGeL Radio,A,The Early Years,All Ones And Zeros,,,,142,1
BAGeL Radio,A,Stephen Chopek,All Play No Work -Dweller [EP],,,,79,1
BAGeL Radio,A,Say Hi,"All The Pretty Ones -Um, Uh Oh",,,,140,1
BAGeL Radio,A,The Nips,All The Time In The World,,,,150,1
BAGeL Radio,A,Dancing Heals,All The Time We Have Is Never Time Enough,,,,113,1
BAGeL Radio,A,Collapsing Scenery,All The Way Alive -Stress Positions,,,,184,1
BAGeL Radio,A,Michael Stasis,All The Ways -RIP III,,,,218,2
BAGeL Radio,A,The National,All The Wine,,,,101,1
BAGeL Radio,A,The GoStation,All Together Now,,,,73,1
BAGeL Radio,A,The GoStation,All Together Now -Passion Before Function,,,,147,1
BAGeL Radio,A,Handsome Furs,"All We Want, Baby, Is Everything",,,,106,1
BAGeL Radio,A,The Delgados,All You Need Is Hate -Hate,,,,147,1
BAGeL Radio,A,The Stone Roses,All for One -All for One,,,,177,1
BAGeL Radio,A,Queen of Jeans,"All the Same -If you&#8217;re not afraid, I&#8217;m not afraid",,,,147,1
BAGeL Radio,A,Queen of Jeans,"All the Same -If you’re not afraid, I’m not afraid",,,,132,1
BAGeL Radio,A,Honey Radar,Almanac Singer,,,,70,1
BAGeL Radio,A,Prince Rupert's Drops,Almond Man,,,,82,1
BAGeL Radio,A,Doves,Almost Forgot Myself,,,,115,1
BAGeL Radio,A,Parquet Courts,Almost Had to Start a Fight/In and Out of Patience,,,,145,1
BAGeL Radio,A,The Asteroid Shop,Alone,,,,147,1
BAGeL Radio,A,The Damned,Alone Again Or,,,,106,1
BAGeL Radio,A,Cloud Cult,Alone At A Party In A Ghost Town -Aurora Borealis,,,,105,1
BAGeL Radio,A,Lazaretto,Alone In My Home  - Jack White,,,,467,3
BAGeL Radio,A,Jack White,Alone In My Home -Lazaretto,,,,87,1
BAGeL Radio,A,Cocteau Twins,Aloysius,,,,179,1
BAGeL Radio,A,Grey Does Matter,Already All Ready,,,,161,1
BAGeL Radio,A,Supergrass,Alright,,,,121,1
BAGeL Radio,A,White Rose Movement,Alsatian,,,,94,1
BAGeL Radio,A,White Rose Movement,Alsatian -Alsatian (promo single),,,,110,1
BAGeL Radio,A,Brendan Benson,Alternative To Love,,,,133,1
BAGeL Radio,A,Stiff Little Fingers,Alternative Ulster,,,,148,1
BAGeL Radio,A,High Places,Altos Lugares -Original Colors,,,,118,1
BAGeL Radio,A,Super Furry Animals,Aluminum Illuminatti -Hey Venus!,,,,138,1
BAGeL Radio,A,Nada Surf,Always Love -The Weight is a Gift,,,,145,1
BAGeL Radio,A,Death From Above 1979,Always On -The Physical World,,,,115,1
BAGeL Radio,A,Guadalcanal Diary,Always Saturday -Flip-Flop,,,,94,1
BAGeL Radio,A,Mikal Cronin,Am I Wrong -MCII,,,,520,4
BAGeL Radio,A,American Wrestlers,Amazing Grace -Goodbye Terrible Youth,,,,206,2
BAGeL Radio,A,Howler,America -America Give Up,,,,100,1
BAGeL Radio,A,Elephant Stone,American Dream,,,,129,1
BAGeL Radio,A,Elephant Stone,American Dream -American Dream (single),,,,156,1
BAGeL Radio,A,Elvis Costello & The Imposters,American Gangster Time -Momofuku,,,,92,1
BAGeL Radio,A,Sebastien Grainger,American Names,,,,117,1
BAGeL Radio,A,The Gaslight Anthem,American Slang -American Slang,,,,177,1
BAGeL Radio,A,Hollerado,Americanarama -Record In A Bag,,,,119,1
BAGeL Radio,A,Murder at the Bingo Hall,Amigo The Devil-Born Against,,,,494,5
BAGeL Radio,A,Eat Skull,Amnesty Box,,,,123,1
BAGeL Radio,A,The Pop Group,Amnesty Report,,,,102,1
BAGeL Radio,A,The Mountain Goats,Amy aka Spent Gladiator 1,,,,165,1
BAGeL Radio,A,Capital,Amyl and The Sniffers-Comfort To Me,,,,633,5
BAGeL Radio,A,Guided By Angels,Amyl and The Sniffers-Comfort To Me,,,,527,5
BAGeL Radio,A,Hertz,Amyl and The Sniffers-Comfort To Me,,,,96,1
BAGeL Radio,A,Laughing,Amyl and The Sniffers-Comfort To Me,,,,69,1
BAGeL Radio,A,Security,Amyl and The Sniffers-Comfort To Me,,,,549,5
BAGeL Radio,A,Jeff Wagner's Tunnel Of Love,An Eternity Of Blood,,,,86,1
BAGeL Radio,A,Elf Power,An Old Familiar Scene,,,,100,1
BAGeL Radio,A,The Fall,An older Lover Etc. -Slates,,,,112,1
BAGeL Radio,A,Wild Yaks,Anabelle -Million Years   ,,,,217,2
BAGeL Radio,A,Wildlife Control,Analog or Digital -Spin,,,,160,1
BAGeL Radio,A,Sex Pistols,Anarchy In The U.K. -Never Mind The Bollocks Here's The Sex Pistols,,,,191,1
BAGeL Radio,A,Thee More Shallows,Ancient Baby -Dad Jams,,,,93,1
BAGeL Radio,A,The Beatles,And I Love Her,,,,97,1
BAGeL Radio,A,Terry Malts,And Suddenly -Lost At The Party,,,,199,2
BAGeL Radio,A,The Beatles,And Your Bird Can Sing,,,,94,1
BAGeL Radio,A,The Beatles,And Your Bird Can Sing -Revolver,,,,184,2
BAGeL Radio,A,The Beatles,And Your Bird Can Sing -Revolver [2009 Stereo Remaster],,,,266,2
BAGeL Radio,A,Light Heat,And the Birds...,,,,174,1
BAGeL Radio,A,Bound Stems,Andover,,,,100,1
BAGeL Radio,A,The Magnetic Fields,Andrew in Drag,,,,340,3
BAGeL Radio,A,The Magnetic Fields,Andrew in Drag -Love at the Bottom of the Sea,,,,248,2
BAGeL Radio,A,The Brian Jonestown Massacre,Anenome (tedit),,,,380,3
BAGeL Radio,A,Fur,Angel Eyes,,,,209,2
BAGeL Radio,A,Sunwolf,Angel Eyes,,,,122,1
BAGeL Radio,A,Fur,Angel Eyes -Angel Eyes (single),,,,106,1
BAGeL Radio,A,Lee Ranaldo,Angles -Between The Times & The Tides,,,,95,1
BAGeL Radio,A,Dinner,Anima (Tedit),,,,1214,11
BAGeL Radio,A,Dream Work,Anima (Tedit)  - Dinner,,,,460,3
BAGeL Radio,A,Dinner,Anima (Tedit) -Dream Work,,,,1001,8
BAGeL Radio,A,Camp Cope,Animal & Real,,,,66,1
BAGeL Radio,A,Camp Cope,Animal & Real -How to Socialise & Make Friends,,,,118,1
BAGeL Radio,A,LUMP,Animal (Radio Edit),,,,372,4
BAGeL Radio,A,LUMP,Animal (Radio Edit) -Animal,,,,353,3
BAGeL Radio,A,WAVVES,Animal -You're Welcome,,,,91,1
BAGeL Radio,A,Man Man,Animal Attraction,,,,88,1
BAGeL Radio,A,Man Man,Animal Attraction -Dream Hunting in the Valley of the In-Between,,,,258,2
BAGeL Radio,A,Suede,Animal Nitrate -Untitled 3 (Disc 2),,,,102,1
BAGeL Radio,A,Fujiya & Miyagi,Ankle Injuries,,,,161,1
BAGeL Radio,A,Coke Weed,Anklet,,,,89,1
BAGeL Radio,A,Coke Weed,Anklet -Back To Soft,,,,113,1
BAGeL Radio,A,Fernet Underground,Anna aikaa -Kaikki säröllä,,,,128,1
BAGeL Radio,A,Happyness,"Anna, Lisa Calls -Write In",,,,163,1
BAGeL Radio,A,The High Water Marks,Annual Rings -Ecstasy Rhymes,,,,87,1
BAGeL Radio,A,Psychic Ills,Another Change,,,,157,1
BAGeL Radio,A,TOY,Another Dimension -Clear Shot,,,,127,1
BAGeL Radio,A,The Bats,Another Door,,,,64,1
BAGeL Radio,A,Fixers,Another Lost Apache -Pop Meat/Your Corruptor,,,,94,1
BAGeL Radio,A,Squeeze,Another Nail In My Heart,,,,135,1
BAGeL Radio,A,The Webelos,Another Nature Study,,,,100,1
BAGeL Radio,A,Belle and Sebastian,Another Sunny Day -The Life Pursuit,,,,249,2
BAGeL Radio,A,Bright Eyes,"Another Travelin' Song -I'm Wide Awake, It's Morning",,,,99,1
BAGeL Radio,A,Royal Headache,Another World -High,,,,267,2
BAGeL Radio,A,Broken Social Scene,Anthems For a Seventeen-year Old Girl -You Forgot It In People,,,,189,1
BAGeL Radio,A,Gazelle Twin,Anti Body -Unflesh,,,,107,1
BAGeL Radio,A,Snowden,Anti-Anti,,,,143,1
BAGeL Radio,A,Elbow,Any Day Now -Asleep In The Back,,,,124,1
BAGeL Radio,A,Jackson Scott,Any Way,,,,119,1
BAGeL Radio,A,Jackson Scott,Any Way -Melbourne,,,,94,1
BAGeL Radio,A,Grace Ives,Anything -2nd,,,,161,1
BAGeL Radio,A,Happyness,Anything I Do Is All Right,,,,48,1
BAGeL Radio,A,Frankie Cosmos,Apathy,,,,283,2
BAGeL Radio,A,Frankie Cosmos,Apathy -Vessel,,,,110,1
BAGeL Radio,A,Lou Barlow,Apocalypse Fetish -Apocalypse Fetish [EP],,,,93,1
BAGeL Radio,A,Adam Ant,Apollo 9,,,,125,1
BAGeL Radio,A,Citizens Here & Abroad,Appearances,,,,178,1
BAGeL Radio,A,Parquet Courts,Application/Apparatus,,,,1111,9
BAGeL Radio,A,Sympathy for Life,Application/Apparatus  - Parquet Courts,,,,570,3
BAGeL Radio,A,Parquet Courts,Application/Apparatus -Sympathy for Life,,,,900,8
BAGeL Radio,A,Maxïmo Park,Apply Some Pressure (Radio Edit) -Apply Some Pressure (Single),,,,114,1
BAGeL Radio,A,Paul McCartney,Appreciate -New,,,,288,2
BAGeL Radio,A,Pomegranates,Appreciations -Everything Is Alive,,,,98,1
BAGeL Radio,A,The Human Beinz,April 15th -Ah Feel Like Ahcid! &#8211; 30 American Psychedelic Artefacts From The EMI Vaults,,,,653,4
BAGeL Radio,A,The Human Beinz,April 15th -Ah Feel Like Ahcid! – 30 American Psychedelic Artefacts From The EMI Vaults,,,,470,4
BAGeL Radio,A,C Duncan,Architect -Architect,,,,93,1
BAGeL Radio,A,A Block Of Yellow,Are You Sure?,,,,96,1
BAGeL Radio,A,Rademacher,Arkansas,,,,107,1
BAGeL Radio,A,Rademacher,Arkansas -Stunts,,,,127,1
BAGeL Radio,A,The Dutchess And The Duke,"Armageddon Song -She's The Dutchess, He's The Duke",,,,190,1
BAGeL Radio,A,Harry Stafford and Marco Butcher,Arnold Layne,,,,922,8
BAGeL Radio,A,Harry Stafford and Marco Butcher,Arnold Layne -Bone Architecture,,,,230,2
BAGeL Radio,A,The Evens,Around The Corner -S/T,,,,167,1
BAGeL Radio,A,Annuals,Around Your Neck -Wet Zoo EP,,,,99,1
BAGeL Radio,A,The Death Set,Around the World,,,,96,1
BAGeL Radio,A,Fugazi,Arpeggiator -End Hits,,,,184,1
BAGeL Radio,A,Body Type,Arrow -Arrow (single),,,,108,1
BAGeL Radio,A,Her Majesty (Beatles Cover Arranged By Black Francis),Art Brut-Top Of The Pops,,,,99,1
BAGeL Radio,A,Dean Wareham,As Much As It Was Worth,,,,809,8
BAGeL Radio,A,I Have Nothing To Say To The Mayor Of L.A.,As Much As It Was Worth  - Dean Wareham,,,,462,3
BAGeL Radio,A,Dean Wareham,As Much As It Was Worth -I Have Nothing To Say To The Mayor Of L.A.,,,,983,8
BAGeL Radio,A,Dream Shake,Ashe,,,,77,1
BAGeL Radio,A,Icky Blossoms,Ashes To Ashes -A Salute To The Thin White Duke &#8211; The Songs Of David Bowie,,,,188,1
BAGeL Radio,A,Icky Blossoms,Ashes To Ashes -A Salute To The Thin White Duke – The Songs Of David Bowie,,,,160,1
BAGeL Radio,A,Sprints,Ashley,,,,908,8
BAGeL Radio,A,Manifesto [EP],Ashley  - Sprints,,,,522,3
BAGeL Radio,A,Sprints,Ashley -Manifesto [EP],,,,1014,8
BAGeL Radio,A,The Smiths,Ask,,,,61,1
BAGeL Radio,A,The Smiths,Ask -Louder Than Bombs,,,,52,1
BAGeL Radio,A,Slow Kiss,Ask For Joy-New Private Window,,,,53,1
BAGeL Radio,A,Working For A Nuclear Free City,Asleep At The Wheel,,,,71,1
BAGeL Radio,A,Possible Humans,Aspiring to be a Bloke,,,,91,1
BAGeL Radio,A,Taylor Hollingsworth,Assasinate The President -Bad Little KItty,,,,74,1
BAGeL Radio,A,Vaadat Charigim,At Chavera,,,,91,1
BAGeL Radio,A,Vaadat Charigim,At Chavera -Sinking As A Stone,,,,204,1
BAGeL Radio,A,Thee Oh Sees,"At The End, On The Stairs -An Odd Entrances",,,,251,2
BAGeL Radio,A,Tristen,Athena,,,,315,2
BAGeL Radio,A,STRFKR,Atlantis,,,,100,1
BAGeL Radio,A,Joy Division,Atrocity Exhibition -Closer,,,,70,1
BAGeL Radio,A,The Raveonettes,Attack Of The Ghost Riders -Whip It On,,,,71,1
BAGeL Radio,A,Underground Lovers,Au Pair -Weekend,,,,111,1
BAGeL Radio,A,Mogwai,Auto Rock,,,,84,1
BAGeL Radio,A,Swervedriver,Autodidact -I Wasn't Born to Lose You,,,,211,2
BAGeL Radio,A,B Boys,Automation -Dudu,,,,116,1
BAGeL Radio,A,Audacity,Autumn -Butter Knife,,,,106,1
BAGeL Radio,A,Bear in Heaven,Autumn -Time Is Over One Day Old,,,,79,1
BAGeL Radio,A,Portastatic,Autumn Got Dark -Autumn Was A Lark,,,,93,1
BAGeL Radio,A,Courtney Barnett,Avant Gardener -The Double EP: A Sea of Split Peas,,,,114,1
BAGeL Radio,A,La Big Vic,Ave B,,,,145,1
BAGeL Radio,A,Thee More Shallows,Ave Grave,,,,128,1
BAGeL Radio,A,Hookworms,Away/Towards,,,,221,1
BAGeL Radio,A,...And You Will Know Us By The Trail Of Dead,Awestruck -Lost Songs,,,,189,1
BAGeL Radio,A,FEELS,Awful Need,,,,152,1
BAGeL Radio,A,San Cisco,Awkward,,,,101,1
BAGeL Radio,A,FEET,Axe Man -What's Inside Is More Than Just Ham,,,,127,1
BAGeL Radio,A,Hockey Night,Axe Of Deliverance -SXSW 2005 Showcasing Artist,,,,162,1
BAGeL Radio,A,Nick Waterhouse,"B. Santa Ana, 1986",,,,69,1
BAGeL Radio,A,Doers,BODEGA-Broken Equipment,,,,574,5
BAGeL Radio,A,Coriky,BQM -Coriky,,,,275,2
BAGeL Radio,A,The Cavedogs,Baba Ghanooj,,,,411,4
BAGeL Radio,A,The Cavedogs,Baba Ghanooj -Joy Rides For Shutins,,,,148,1
BAGeL Radio,A,White Hinterland,Baby,,,,180,1
BAGeL Radio,A,Tristen,Baby Drugs,,,,149,1
BAGeL Radio,A,Tristen,Baby Drugs -Charlatans At the Garden Gate,,,,158,1
BAGeL Radio,A,The Wooden Birds,Baby Jeans -Two Matchsticks,,,,119,1
BAGeL Radio,A,Eels,Baby Loves Me -Tomorrow Morning,,,,92,1
BAGeL Radio,A,Brian Eno,Baby's On Fire,,,,345,2
BAGeL Radio,A,The Golden Dregs,Back Down The Mountain -Hope is for the Hopeless,,,,253,2
BAGeL Radio,A,Dreamdate,Back On My Feet,,,,144,1
BAGeL Radio,A,Broken Social Scene Presents Kevin Drew,Back Out On The ...,,,,106,1
BAGeL Radio,A,Deerhunter,Back To The Middle -Monomania,,,,182,2
BAGeL Radio,A,Range Anxiety,Back to You  - Twerps,,,,621,4
BAGeL Radio,A,Twerps,Back to You -Range Anxiety,,,,134,1
BAGeL Radio,A,18th Dye,Backdoor,,,,109,1
BAGeL Radio,A,The Wombats,"Backfire at the Disco -The Wombats Proudly Present..A Guide To Love, Loss and Desperation",,,,79,1
BAGeL Radio,A,Stars,Backlines,,,,77,1
BAGeL Radio,A,LSD And The Seach For God,Backwards -LSD And The Seach For God,,,,114,1
BAGeL Radio,A,Frightened Rabbit,Backyard Skulls -Pedestrian Verse,,,,117,1
BAGeL Radio,A,Autogramm,Bad Day,,,,121,1
BAGeL Radio,A,The Asteroids Galaxy Tour,Bad Fever -Fruit,,,,104,1
BAGeL Radio,A,Bear Hands,Bad Friend -Distraction,,,,107,1
BAGeL Radio,A,Wray,Bad Heart -Wray,,,,160,1
BAGeL Radio,A,Hot Chip,Bad Luck,,,,190,1
BAGeL Radio,A,Dream Bitches,Bad Luck Bill -Coke-and-Spiriters,,,,163,1
BAGeL Radio,A,Hot Panda,Bad Pop,,,,168,1
BAGeL Radio,A,Joan Jett,Bad Reputation -Joan Jett,,,,95,1
BAGeL Radio,A,Don't Deserve Love,Bad Sports-Constant Stimulation,,,,95,1
BAGeL Radio,A,Icarus Falls,Bad Teeth,,,,133,1
BAGeL Radio,A,Jace Everett,Bad Things  (The Theme From 'True Blood') -Bad Things (The Theme From 'True Blood'),,,,106,1
BAGeL Radio,A,Phantastic Ferniture,Bad Timing,,,,108,1
BAGeL Radio,A,Dead Ghosts,Bad Vibes,,,,91,1
BAGeL Radio,A,Dead Ghosts,Bad Vibes -Automatic Changer,,,,188,1
BAGeL Radio,A,Delusions of Grandeur,Bad Waitress-No Taste,,,,82,1
BAGeL Radio,A,Strawberry Milkshake,Bad Waitress-No Taste,,,,508,5
BAGeL Radio,A,Yeah Yeah Yeah,Bad Waitress-No Taste,,,,533,6
BAGeL Radio,A,A.K.A.C.O.D.,Bad Weather -Happiness,,,,154,1
BAGeL Radio,A,Evans The Death,Bad Year -Expect Delays,,,,99,1
BAGeL Radio,A,John Doe,"Bad, Bad Feelings",,,,88,1
BAGeL Radio,A,Goat Girl,Badibaba,,,,200,1
BAGeL Radio,A,Gruff Rhys,Bae Bae Bae -PANG!,,,,252,2
BAGeL Radio,A,Party Of One,Baghdad Boogie -Caught The Blast,,,,182,1
BAGeL Radio,A,The Shins,Bait And Switch,,,,125,1
BAGeL Radio,A,Birdmonster,Balcony,,,,146,1
BAGeL Radio,A,Bettie Serveert,Balentine -Palomine,,,,61,1
BAGeL Radio,A,Redd Kross,Ballad Of A Love Doll -Neurotica,,,,125,1
BAGeL Radio,A,Mark Lanegan,Ballad of A Dying Rover,,,,175,1
BAGeL Radio,A,Jonathan Wilson,Ballad of the Pines,,,,116,1
BAGeL Radio,A,Trick Mammoth,Baltimore -Floristry,,,,117,1
BAGeL Radio,A,Hinds,Bamboo -Demo,,,,242,2
BAGeL Radio,A,Hot Hot Heat,Bandages -Make Up The Breakdown,,,,230,2
BAGeL Radio,A,Black Needle Noise,Bang Bang,,,,108,1
BAGeL Radio,A,Man Man,Bangkok Necktie,,,,100,1
BAGeL Radio,A,Soft Complex,Barcelona -Barcelona +,,,,171,1
BAGeL Radio,A,Lab Partners,Barn Burner -Moonlight Music,,,,107,1
BAGeL Radio,A,People In Planes,Barracuda,,,,174,1
BAGeL Radio,A,Tei Shi,Bassically,,,,73,1
BAGeL Radio,A,Jesse Malin,Bastards Of Young,,,,54,1
BAGeL Radio,A,50FootWave,Bath White,,,,112,1
BAGeL Radio,A,50FootWave,Bath White -Bath White,,,,125,1
BAGeL Radio,A,Centipedes,"Baxter Dury, Etienne de Crécy & Delilah Holliday-B.E.D.",,,,69,1
BAGeL Radio,A,Charlie Boyer And The Voyeurs,Be Glamorous,,,,144,1
BAGeL Radio,A,Charlie Boyer And The Voyeurs,Be Glamorous -Clarietta,,,,107,1
BAGeL Radio,A,The Wedding Present,Be Honest -Bizarro,,,,260,2
BAGeL Radio,A,Maxi's World,Be Honest -Elliptical Peach,,,,164,1
BAGeL Radio,A,The Mango Furs,Be In The Flow -Inner Migrations,,,,157,1
BAGeL Radio,A,Devendra Banhart,Be Kind,,,,168,1
BAGeL Radio,A,Frightened Rabbit,Be Less Rude,,,,412,4
BAGeL Radio,A,Frightened Rabbit,Be Less Rude -...Sing The Greys,,,,107,1
BAGeL Radio,A,The Postal Service,Be Still My Heart,,,,107,1
BAGeL Radio,A,Yo La Tengo,Be Thankful For What You Got -Little Honda EP,,,,110,1
BAGeL Radio,A,Demob Happy,Be Your Man,,,,212,2
BAGeL Radio,A,Demob Happy,Be Your Man -Holy Doom,,,,154,1
