NAME OF SERVICE,TRANSMISSION CATEGORY,FEATURED ARTIST,SOUND RECORDING TITLE,ALBUM TITLE,MARKETING LABEL,ISRC,ACTUAL TOTAL PERFORMANCES,PLAY FREQUENCY
BAGeL Radio,A,Kid Congo & The Pink Monkey Birds,We Love You -La Araña Es La Vida,,,,112,1
BAGeL Radio,A,Cheekface,We Need a Bigger Dumpster -We Need a Bigger Dumpster (single),,,,171,1
BAGeL Radio,A,Ezra Furman & The Harpoons,We Should Fight,,,,105,1
BAGeL Radio,A,The Warlocks,We Took All The Acid,,,,97,1
BAGeL Radio,A,R.E.M.,We Walk -Murmur,,,,79,1
BAGeL Radio,A,The Cribs,We Were Aborted -Ignore The Ignorant,,,,89,1
BAGeL Radio,A,Turtle Giant,We Were Kids -All Hidden Places EP,,,,157,1
BAGeL Radio,A,I Wish You Well,We Were Promised Jetpacks-Enjoy the View,,,,80,1
BAGeL Radio,A,If It Happens,We Were Promised Jetpacks-Enjoy the View,,,,87,1
BAGeL Radio,A,Nothing Ever Changes,We Were Promised Jetpacks-Enjoy the View,,,,579,6
BAGeL Radio,A,The Postal Service,We Will Become Silhouettes,,,,105,1
BAGeL Radio,A,The World Record,We're #1,,,,67,1
BAGeL Radio,A,New York Dolls,We're All In Love,,,,114,1
BAGeL Radio,A,Peter Buzzelle,We're Better Together,,,,64,1
BAGeL Radio,A,The White Stripes,We're Going To Be Friends,,,,326,2
BAGeL Radio,A,The Walkmen,We've Been Had,,,,84,1
BAGeL Radio,A,The Walkmen,We've Been Had -The Walkmen [EP],,,,101,1
BAGeL Radio,A,Sean Na Na,We've Been Here Before -Family Trees,,,,139,1
BAGeL Radio,A,Radio Birdman,We've Come So Far (To Be Here Today) -Zeno Beach,,,,174,1
BAGeL Radio,A,Black Rebel Motorcycle Club,Weapon Of Choice,,,,217,2
BAGeL Radio,A,The Second Academy,Weaving Spiders -Bohemian Grove,,,,116,1
BAGeL Radio,A,Thee Oh Sees,Web -Mutilator Defeated At Last,,,,108,1
BAGeL Radio,A,Archers of Loaf,Web In Front,,,,129,1
BAGeL Radio,A,Pet Sun,Web of Man,,,,152,1
BAGeL Radio,A,The Sea And Cake,Weekend,,,,155,1
BAGeL Radio,A,Ricked Wicky,Weekend Warrriors -King Heavy Metal,,,,165,2
BAGeL Radio,A,Deep Sea Diver,Weekend Wars,,,,80,1
BAGeL Radio,A,MGMT,Weekend Wars,,,,77,1
BAGeL Radio,A,MGMT,Weekend Wars -Oracular Spectacular,,,,155,1
BAGeL Radio,A,Car Seat Headrest,Weightlifters -Making A Door Less Open,,,,159,1
BAGeL Radio,A,Walking Bicycles,Welcome To The Future,,,,88,1
BAGeL Radio,A,Cold War Kids,Welcome To The Occupation,,,,105,1
BAGeL Radio,A,Terry Malts,Well Adjusted,,,,123,1
BAGeL Radio,A,Menomena,Wet And Rusting,,,,120,1
BAGeL Radio,A,Wet Leg,Wet Dream,,,,1036,10
BAGeL Radio,A,Wet Dream (single),Wet Dream  - Wet Leg,,,,433,3
BAGeL Radio,A,Wet Leg,Wet Dream -Wet Dream (single),,,,1049,10
BAGeL Radio,A,W.H.I.T.E.,Wet Jets,,,,89,1
BAGeL Radio,A,W.H.I.T.E.,Wet Jets -III,,,,115,1
BAGeL Radio,A,Chaise Longue,Wet Leg-Chaise Longue,,,,681,7
BAGeL Radio,A,Wet Dream,Wet Leg-Wet Dream (single),,,,586,6
BAGeL Radio,A,Dudley Corporation,What A Human Does,,,,129,1
BAGeL Radio,A,Ezra Furman,What Can You Do But Rock n Roll,,,,182,1
BAGeL Radio,A,The Smiths,What Difference Does It Make -Hatful Of Hollow,,,,101,1
BAGeL Radio,A,The Buzzcocks,What Do I Get?,,,,63,1
BAGeL Radio,A,The Buzzcocks,What Do I Get? -Another Music in a Different Kitchen,,,,169,1
BAGeL Radio,A,The Jungle Giants,What Do You Think,,,,171,1
BAGeL Radio,A,The Jungle Giants,What Do You Think -Speakerzoid,,,,117,1
BAGeL Radio,A,The Buzzcocks,What Ever Happened To?,,,,178,1
BAGeL Radio,A,Pixies,What Goes Boom,,,,67,1
BAGeL Radio,A,The Mystery Lights,What Happens When You Turn The Devil Down -Wick Records Presents: Battle Of The Bands Vol. 1,,,,163,1
BAGeL Radio,A,Film School,What I Meant To Say,,,,57,1
BAGeL Radio,A,Film School,What I Meant To Say -Hideout,,,,211,2
BAGeL Radio,A,The Like,What I Say and What I Mean -Are You Thinking What I'm Thinking?,,,,118,1
BAGeL Radio,A,The Hussy,What I Want,,,,122,1
BAGeL Radio,A,The Vectors,What In The World -What In The World b/w It's Been A Day Or Two,,,,496,4
BAGeL Radio,A,The Afghan Whigs,What Jail Is Like,,,,156,1
BAGeL Radio,A,The Libertines,What Katie Did -The Libertines,,,,125,1
BAGeL Radio,A,Wilco,What Light,,,,101,1
BAGeL Radio,A,Low,What Part of Me -Ones and Sixes,,,,94,1
BAGeL Radio,A,The Consulate General,What Time Is It Now -Person Number,,,,58,1
BAGeL Radio,A,The Rebel Set,What To Do,,,,83,1
BAGeL Radio,A,Gang Of Four,What We All Want,,,,106,1
BAGeL Radio,A,Teenage Fanclub,What You Do To Me -Bandwagonesque,,,,202,2
BAGeL Radio,A,Seapony,What You Wanted,,,,53,1
BAGeL Radio,A,Ellis,What a Mess! -The Fuzz [EP],,,,97,1
BAGeL Radio,A,Protomartyr,What the Wall Said,,,,65,1
BAGeL Radio,A,Lost Sounds,What'd I Say?,,,,70,1
BAGeL Radio,A,The Clash,What's My Name -The Clash,,,,156,1
BAGeL Radio,A,Alex Rex,What's Shouted In The Dark (The Dark Shouts Back),,,,480,4
BAGeL Radio,A,Alex Rex,What's Shouted In The Dark (The Dark Shouts Back) -Paradise,,,,342,3
BAGeL Radio,A,In My Tribe,"What's The Matter Here?  - 10,000 Maniacs",,,,519,3
BAGeL Radio,A,"10,000 Maniacs",What's The Matter Here? -In My Tribe,,,,90,1
BAGeL Radio,A,The Raconteurs,What's Yours Is Mine -Help Us Stranger,,,,113,1
BAGeL Radio,A,Black Rebel Motorcycle Club,Whatever Happened To My Rock & Roll -B.R.M.C.,,,,148,1
BAGeL Radio,A,Colleen Green,Whatever I Want,,,,195,1
BAGeL Radio,A,The Breeders,When I Was A Painter,,,,444,5
BAGeL Radio,A,The Breeders,When I Was A Painter -Pod,,,,264,2
BAGeL Radio,A,Dan Deacon,When I Was Done Dying -Gliss Riffer,,,,92,1
BAGeL Radio,A,Hurry,When I'm With You -Guided Meditation,,,,255,2
BAGeL Radio,A,Primal Scream,When The Bomb Drops,,,,150,1
BAGeL Radio,A,MOTORCADE,When The Hit Comes -Motorcade,,,,111,1
BAGeL Radio,A,The King Khan & BBQ Show,When Will I Be Tamed? -Bad News Boys,,,,304,2
BAGeL Radio,A,We Ragazzi,When Young Lovers Have No Place to Go,,,,95,1
BAGeL Radio,A,Sunset,When perfect flames expire,,,,152,1
BAGeL Radio,A,Bright Eyes,When the President Talks to God,,,,86,1
BAGeL Radio,A,The Black Ships,When the Rain Falls -Dead Empires,,,,193,1
BAGeL Radio,A,The Radio Dept.,Where Damage Isn't Already Done,,,,119,1
BAGeL Radio,A,Apteka,Where Days Go,,,,136,1
BAGeL Radio,A,White Woods,Where Did You Go?,,,,77,1
BAGeL Radio,A,The Notwist,"Where In This World -The Devil, You + Me",,,,153,1
BAGeL Radio,A,Pixies,Where Is My Mind?,,,,129,1
BAGeL Radio,A,Pixies,Where Is My Mind? -Surfer Rosa,,,,141,1
BAGeL Radio,A,Terry Malts,Where Is The Weekend? -Killing Time,,,,132,1
BAGeL Radio,A,U2,Where The Streets Have No Name -The Joshua Tree,,,,115,1
BAGeL Radio,A,HMLTD,Where's Joanna? -West Of Eden,,,,172,1
BAGeL Radio,A,STRFKR,While I'm Alive,,,,68,1
BAGeL Radio,A,The Joy Formidable,While The Flies,,,,131,1
BAGeL Radio,A,The Chambermaids,Whirlpool,,,,100,1
BAGeL Radio,A,The Chambermaids,Whirlpool -Whatever Happened Tomorrow,,,,99,1
BAGeL Radio,A,Rafter,Whiskey For Water,,,,110,1
BAGeL Radio,A,Ty Segall,Whisper,,,,433,4
BAGeL Radio,A,Ty Segall,Whisper -Harmonizer,,,,285,2
BAGeL Radio,A,Pine Hill Haints,Whisper In The Dark,,,,84,1
BAGeL Radio,A,Pine Hill Haints,Whisper In The Dark -Ghost Dance,,,,112,1
BAGeL Radio,A,HIJK,Whistle While You Work,,,,168,1
BAGeL Radio,A,Ladytron,White Elephant -Gravity The Seducer,,,,171,1
BAGeL Radio,A,Wolfmother,White Feather -Cosmic Egg,,,,106,1
BAGeL Radio,A,X,White Girl (Single Mix) -Wild Gift,,,,99,1
BAGeL Radio,A,Poly Styrene,White Gold,,,,96,1
BAGeL Radio,A,The Kickback,White Lodge -Sorry All Over the Place,,,,102,1
BAGeL Radio,A,Oh Land,White Nights,,,,127,1
BAGeL Radio,A,Elbow,White Noise White Heat -Giants of All Sizes,,,,131,1
BAGeL Radio,A,Jefferson Airplane,White Rabbit,,,,138,1
BAGeL Radio,A,Chubby and the Gang,White Rags,,,,820,7
BAGeL Radio,A,Chubby and the Gang,White Rags -The Mutt's Nuts,,,,812,7
BAGeL Radio,A,Plague Vendor,White Wall,,,,139,1
BAGeL Radio,A,Plague Vendor,White Wall -By Night,,,,124,1
BAGeL Radio,A,Shearwater,White Waves -Palo Santo,,,,93,1
BAGeL Radio,A,Twerps,White as Snow,,,,140,1
BAGeL Radio,A,Fat White Family,Whitest Boy On The Beach -Songs For Our Mothers,,,,187,1
BAGeL Radio,A,Dolly Spartans,Who Are You -Dolly Spartans,,,,188,2
BAGeL Radio,A,The Danks,Who Is You? -Gank,,,,110,1
BAGeL Radio,A,The Velvet Underground,Who Loves The Sun,,,,144,1
BAGeL Radio,A,The Velvet Underground,Who Loves The Sun -High Fidelity Soundtrack,,,,512,4
BAGeL Radio,A,Bob Mould,Who Needs To Dream?,,,,126,1
BAGeL Radio,A,Flasher,Who&#8217;s Got Time? -CONSTANT IMAGE,,,,199,2
BAGeL Radio,A,The Kinks,Who'll Be The Next In Line -Kinkdom,,,,98,1
BAGeL Radio,A,The Horrors,Whole New Way -Whole New Way EP,,,,95,1
BAGeL Radio,A,The Rapture,Whoo! Alright-Yeah...Uh Huh -Pieces Of The People We Love,,,,123,1
BAGeL Radio,A,Flasher,Who’s Got Time? -CONSTANT IMAGE,,,,180,2
BAGeL Radio,A,The Shaky Hands,Why And How Come -The Shaky Hands,,,,164,1
BAGeL Radio,A,The Wedding Present,Why Are You Being So Reasonable Now?,,,,74,1
BAGeL Radio,A,The Wedding Present,Why Are You Being So Reasonable Now? -George Best Plus,,,,171,1
BAGeL Radio,A,The Buzzcocks,Why Can't I Touch It?,,,,148,1
BAGeL Radio,A,The Buzzcocks,Why Can't I Touch It? -A Different KInd of Tension,,,,273,2
BAGeL Radio,A,The Pipettes,Why Did You Stay? -We Are The Pipettes,,,,101,1
BAGeL Radio,A,battlements,Why Don't You Leave? -Tank Tapes.,,,,113,1
BAGeL Radio,A,Subsonics,Why Should Anybody Care at All,,,,88,1
BAGeL Radio,A,Subsonics,Why Should Anybody Care at All -Flesh Colored Paint,,,,167,1
BAGeL Radio,A,Death Cab For Cutie,Why You'd Want To Live Here,,,,119,1
BAGeL Radio,A,Death Cab For Cutie,Why You'd Want To Live Here -The Photo Album,,,,200,2
BAGeL Radio,A,Arctic Monkeys,Why'd You Only Call Me When You're High? -AM,,,,217,2
BAGeL Radio,A,Benjamin Booker,Wicked Waters -Benjamin Booker,,,,114,1
BAGeL Radio,A,The Asteroid No. 4,Wicked Wire,,,,148,1
BAGeL Radio,A,J Mascis,Wide Awake -Tied To A Star,,,,120,1
BAGeL Radio,A,Parquet Courts,Wide Awake -Wide Awake!,,,,102,1
BAGeL Radio,A,Nick Cave & The Bad Seeds,Wide Lovely Eyes -Push the Sky Away,,,,119,1
BAGeL Radio,A,Cate Le Bon,Wild -Mug Museum,,,,117,1
BAGeL Radio,A,Kuzin,Wild Card,,,,132,1
BAGeL Radio,A,Kuzin,Wild Card -Cavity,,,,93,1
BAGeL Radio,A,Vivian Girls,Wild Eyes,,,,137,1
BAGeL Radio,A,Capsula,Wild Fascination -In the Land of Silver Souls,,,,64,1
BAGeL Radio,A,Short Version,Wild Flag-Wild Flag,,,,64,1
BAGeL Radio,A,matt pond PA,Wild Girl -Last Light,,,,140,1
BAGeL Radio,A,Places To Hide,Wild N Soft -Wild N Soft EP,,,,102,1
BAGeL Radio,A,The Mountain Goats,Wild Sage,,,,71,1
BAGeL Radio,A,Black Mountain,Wilderness Heart,,,,109,1
BAGeL Radio,A,Twin Tigers,Wildest Dreams -Death Wish,,,,85,1
BAGeL Radio,A,Husbands,Will You Still Love Me Tomorrow,,,,194,1
BAGeL Radio,A,The Smiths,"William, It Was Really Nothing",,,,60,1
BAGeL Radio,A,John Hiatt,Wind Don’t Have To Hurry,,,,118,1
BAGeL Radio,A,Roberts & Lord,Windmill,,,,122,1
BAGeL Radio,A,Lunch Lady,Window,,,,113,1
BAGeL Radio,A,Lunch Lady,Window -Angel,,,,101,1
BAGeL Radio,A,GREEN MAGNET SCHOOL,Windshield,,,,93,1
BAGeL Radio,A,School Of Seven Bells,Windstorm -Disconnect From Desire,,,,246,2
BAGeL Radio,A,Theophilus London,Wine And Chocolates -Timez Are Weird These Days,,,,176,1
BAGeL Radio,A,Emily Haines & The Soft Skeleton,Winning,,,,100,1
BAGeL Radio,A,Cymbals,Winter '98 -The Age Of Fracture,,,,159,1
BAGeL Radio,A,I Break Horses,Winter Beats -Hearts,,,,168,1
BAGeL Radio,A,Shantih Shantih,Winter In September -Winter In September,,,,189,2
BAGeL Radio,A,The Orange Peels,Wintergreen,,,,346,3
BAGeL Radio,A,Pixies,Winterlong,,,,107,1
BAGeL Radio,A,Stereo Total,Wir Tanzen Im 4-Eck -Musique Automatique,,,,104,1
BAGeL Radio,A,Yo Kinky,Wire,,,,904,7
BAGeL Radio,A,Yo Kinky,Wire -Yo Kinky [EP] ,,,,125,1
BAGeL Radio,A,Pornopop,Wired to the Cold Metallic Scene,,,,107,1
BAGeL Radio,A,Scott & Charlene's Wedding,Wiseman At the Station,,,,78,1
BAGeL Radio,A,Screaming Females,Wishing Well -Rose Mountain,,,,205,2
BAGeL Radio,A,Nick Diamonds,Witch Window,,,,70,1
BAGeL Radio,A,Stoor,Witchfinder General,,,,163,2
BAGeL Radio,A,Stoor,Witchfinder General -Stoor,,,,196,2
BAGeL Radio,A,Green Blue,With That Face,,,,152,1
BAGeL Radio,A,Saint Cole,Within This Skin,,,,196,2
BAGeL Radio,A,Saint Cole,Within This Skin -Within This Skin,,,,135,1
BAGeL Radio,A,Nilsson,Without You,,,,117,1
BAGeL Radio,A,Catholic Action,Witness -Celebrated By Strangers,,,,176,2
BAGeL Radio,A,Makthaverskan,Witness -Ill,,,,120,1
BAGeL Radio,A,SUUNS,Witness Protection,,,,353,2
BAGeL Radio,A,SUUNS,Witness Protection -The Witness,,,,263,2
BAGeL Radio,A,Walking Shapes,Woah Tiger -Taka Come On,,,,191,1
BAGeL Radio,A,The Mountain Goats,Woke Up New,,,,135,1
BAGeL Radio,A,TV On the Radio,Wolf Like Me,,,,148,1
BAGeL Radio,A,TV On the Radio,Wolf Like Me -Return To Cookie Mountain,,,,173,1
BAGeL Radio,A,I'll Believe in Anything,Wolf Parade-Apologies to the Queen Mary,,,,483,4
BAGeL Radio,A,Woman,Wolfmother-Wolfmother,,,,86,1
BAGeL Radio,A,Wolfmother,Woman  - Wolfmother,,,,431,3
BAGeL Radio,A,Wolfmother,Woman -Wolfmother,,,,83,1
BAGeL Radio,A,Lonesome Love,Women Of The Night-Sub Rosa,,,,504,4
BAGeL Radio,A,Money,Women Of The Night-Sub Rosa,,,,212,2
BAGeL Radio,A,Open All Night,Women Of The Night-Sub Rosa,,,,100,1
BAGeL Radio,A,Vetiver,Wonder Why -The Errant Charm,,,,100,1
BAGeL Radio,A,Gogol Bordello,Wonderlust King,,,,174,1
BAGeL Radio,A,The Boom Boom Box,Wooden Sword,,,,48,1
BAGeL Radio,A,Is It Honest?,Woods-Bend Beyond,,,,47,1
BAGeL Radio,A,Twin River,Word To The Wise -Should The Light Go Out,,,,102,1
BAGeL Radio,A,Goat,Words -Commune,,,,572,4
BAGeL Radio,A,kole&#380;anka,Words For No One,,,,400,4
BAGeL Radio,A,koleżanka,Words For No One,,,,307,4
BAGeL Radio,A,kole&#380;anka,Words For No One -Place Is,,,,233,2
BAGeL Radio,A,koleżanka,Words For No One -Place Is,,,,168,2
BAGeL Radio,A,Frankie And The Witch Fingers,Work,,,,260,2
BAGeL Radio,A,Devo,Working In The Coal MIne,,,,348,4
BAGeL Radio,A,Devo,Working In The Coal MIne -New Traditionalists,,,,119,1
BAGeL Radio,A,Time Zone,World Destruction,,,,134,1
BAGeL Radio,A,Billy Harvey,World Is On Fire,,,,96,1
BAGeL Radio,A,Tarwater,World Of Things To Touch,,,,51,1
BAGeL Radio,A,Viagra Boys,Worms -Street Worms,,,,96,1
BAGeL Radio,A,Vundabar,Worn/Wander,,,,99,1
BAGeL Radio,A,Vundabar,Worn/Wander -Gawk,,,,94,1
BAGeL Radio,A,No Joy,Wrack Attack,,,,100,1
BAGeL Radio,A,The Village Green,Wrap Your Love Around Me,,,,111,1
BAGeL Radio,A,Belle and Sebastian,Wrapped Up In Books,,,,367,4
BAGeL Radio,A,Belle and Sebastian,Wrapped Up In Books -Dear Catastrophe Waitress,,,,141,1
BAGeL Radio,A,Les Manteez,Wrapping Cellophane,,,,444,3
BAGeL Radio,A,The Clash,Wrong 'Em Boyo,,,,153,1
BAGeL Radio,A,Happy Mondays,Wrote for Luck (tedit),,,,373,4
BAGeL Radio,A,Happy Mondays,Wrote for Luck (tedit) -Bummed,,,,115,1
BAGeL Radio,A,Kidstreet,X -Fuh Yeah,,,,102,1
BAGeL Radio,A,Blondie,X Offender,,,,110,1
BAGeL Radio,A,The Irrational Library,X's In The Sky -We...Are Doomed,,,,70,1
BAGeL Radio,A,I Gotta Fever,X-Alphabetland,,,,84,1
BAGeL Radio,A,Respectable Street,XTC-Black Sea,,,,348,4
BAGeL Radio,A,Flasher,XYZ,,,,75,1
BAGeL Radio,A,Flasher,XYZ -CONSTANT IMAGE,,,,96,1
BAGeL Radio,A,Stephen Malkmus,Xian Man -Traditional Techniques,,,,209,1
BAGeL Radio,A,Gwenno,Y Dydd Olaf -Y Dydd Olaf,,,,83,1
BAGeL Radio,A,Best Coast Weather,YJY-The Enduring YJY,,,,86,1
BAGeL Radio,A,The Decemberists,Yankee Bayonet (I Will Be Home Then),,,,115,1
BAGeL Radio,A,The Overload,Yard Act-The Overload,,,,555,5
BAGeL Radio,A,Bad Waitress,Yeah Yeah Yeah,,,,742,7
BAGeL Radio,A,No Taste,Yeah Yeah Yeah  - Bad Waitress,,,,593,4
BAGeL Radio,A,Bad Waitress,Yeah Yeah Yeah -No Taste,,,,693,6
BAGeL Radio,A,Rockers To Swallow,Yeah Yeah Yeahs-Is Is [EP],,,,422,4
BAGeL Radio,A,Shannon And The Clams,Year Of The Spider,,,,971,11
BAGeL Radio,A,Year Of The Spider,Year Of The Spider  - Shannon And The Clams,,,,451,3
BAGeL Radio,A,Shannon And The Clams,Year Of The Spider -Year Of The Spider,,,,829,8
BAGeL Radio,A,La Panther Happens,Year of Tarantula -For The Night Crawlers,,,,176,2
BAGeL Radio,A,The Fall,"Yes, O Yes -I Am Kurious Oranj",,,,120,1
BAGeL Radio,A,The Futureheads,Yes/No -News And Tributes,,,,102,1
BAGeL Radio,A,Jade Hairpins,Yesterdang,,,,125,1
BAGeL Radio,A,Jade Hairpins,Yesterdang -Harmony Avenue,,,,171,1
BAGeL Radio,A,Magic Bullets,Yesterday's Seen Better Days,,,,61,1
BAGeL Radio,A,Good Morning,Yng_Shldn,,,,968,8
BAGeL Radio,A,Barnyard,Yng_Shldn  - Good Morning,,,,468,3
BAGeL Radio,A,Good Morning,Yng_Shldn -Barnyard,,,,803,7
BAGeL Radio,A,Resistance,Yo Kinky-Yo Kinky [EP] ,,,,456,4
BAGeL Radio,A,Wire,Yo Kinky-Yo Kinky [EP] ,,,,628,5
BAGeL Radio,A,Stef Chura,You,,,,104,1
BAGeL Radio,A,Death Cab For Cutie,You Are A Tourist,,,,100,1
BAGeL Radio,A,Wolf Parade,You Are a Runner and I Am My Father's Son,,,,97,1
BAGeL Radio,A,The Monkees,You Bring the Summer,,,,227,2
BAGeL Radio,A,The Rolling Stones,You Can't Always Get What You Want,,,,117,1
BAGeL Radio,A,Clearlake,You Can't Have Me,,,,108,1
BAGeL Radio,A,White Denim,You Can't Say,,,,73,1
BAGeL Radio,A,James,You Can't Tell How Much Suffering (On A Face That's Always Smiling),,,,159,1
BAGeL Radio,A,Franz Ferdinand,You Could Have It So Much Better,,,,100,1
BAGeL Radio,A,Phantogram,You Don't Get Me High Anymore -Three,,,,110,1
BAGeL Radio,A,The Robocop Kraus,You Don't Have To Shout -They Think They Are The Robocop Kraus,,,,108,1
BAGeL Radio,A,Pip Blom,You Don't Want This,,,,558,5
BAGeL Radio,A,Welcome Break,You Don't Want This  - Pip Blom,,,,584,4
BAGeL Radio,A,Pip Blom,You Don't Want This -Welcome Break,,,,869,7
BAGeL Radio,A,The Sky Drops,You Dont Crawl,,,,90,1
BAGeL Radio,A,Chavez,You Faded -Better Days Will Haunt You (sampler),,,,68,1
BAGeL Radio,A,The Scattered Pages,You From '32,,,,109,1
BAGeL Radio,A,"Bright Eyes, Britt Daniel & Spoon",You Get Yours,,,,85,1
BAGeL Radio,A,Deep Sea Diver,You Go Running,,,,105,1
BAGeL Radio,A,Spoon,You Got Yr. Cherry Bomb -Ga Ga Ga Ga Ga,,,,89,1
BAGeL Radio,A,The Fuzztones,You Gotta Lose -NYC,,,,191,1
BAGeL Radio,A,Stuporhero,You Have To Be Joking -Last Star Shining,,,,152,1
BAGeL Radio,A,City Light,You Know This Song,,,,225,2
BAGeL Radio,A,Peaches,You Love It,,,,130,1
BAGeL Radio,A,The Magnetic Fields,You Must Be Out of Your Mind -Realism,,,,99,1
BAGeL Radio,A,The Mountain Goats,You Or Your Memory,,,,123,1
BAGeL Radio,A,The Mountain Goats,You Or Your Memory -The Sunset Tree,,,,53,1
BAGeL Radio,A,Arctic Monkeys,"You Probably Couldn't See For The Lights But You Were Staring Straight At Me -Whatever People Say I Am, That's What I'm Not",,,,54,1
BAGeL Radio,A,Belaire,You Really Got Me Goin',,,,52,1
BAGeL Radio,A,Belaire,You Really Got Me Goin' -Exploding Impacting,,,,120,1
BAGeL Radio,A,The Buzzcocks,You Say You Don't Love Me -A Different Kind of Tension,,,,130,1
BAGeL Radio,A,Holy Wave,You Should Lie -Freaks of Nurture,,,,161,1
BAGeL Radio,A,Pink Turns Blue,You Still Mean Too Much To Me,,,,1112,9
BAGeL Radio,A,Tainted,You Still Mean Too Much To Me  - Pink Turns Blue,,,,483,3
BAGeL Radio,A,Pink Turns Blue,You Still Mean Too Much To Me -Tainted,,,,969,8
BAGeL Radio,A,The Pine Hill Haints,You Were Born to Suffer,,,,50,1
BAGeL Radio,A,The Scattered Pages,You Were Depressing Me -Lazy Are The Skeletons,,,,114,1
BAGeL Radio,A,Julia Jacklin,You Were Right -Crushing,,,,151,2
BAGeL Radio,A,Oh No Oh My,You Were Right -People Problems,,,,175,1
BAGeL Radio,A,The Parrots,You Work All Day And Then You Die,,,,759,6
BAGeL Radio,A,Dos,You Work All Day And Then You Die  - The Parrots,,,,633,4
BAGeL Radio,A,The Parrots,You Work All Day And Then You Die -Dos,,,,986,7
BAGeL Radio,A,Psychedelic Furs,You'll Be Mine,,,,137,1
BAGeL Radio,A,The Cars,You're All I've Got Tonight,,,,102,1
BAGeL Radio,A,Field Music,You're Not Supposed To -Field Music,,,,136,1
BAGeL Radio,A,Black Pistol Fire,You're Not The Only One,,,,59,1
BAGeL Radio,A,Imperial Teen,You're One -Seasick,,,,108,1
BAGeL Radio,A,Micah P Hinson,You're Only Lonely -Micah P Hinson and the Opera Circuit,,,,167,1
BAGeL Radio,A,Chastity,You're Scary Now -TAPE,,,,190,2
BAGeL Radio,A,Brakes,You're So Pretty -Give Blood,,,,112,1
BAGeL Radio,A,The Shaky Hands,You're The Light,,,,102,1
BAGeL Radio,A,"Oh, Rose",You've Got Fire -While My Father Sleeps,,,,111,1
BAGeL Radio,A,Florence And The Machine,You've Got The Love,,,,182,2
BAGeL Radio,A,Florence And The Machine,You've Got The Love -Lungs,,,,127,1
BAGeL Radio,A,Voltaire Twins,Young Adult -Apollo EP,,,,96,1
BAGeL Radio,A,The Pains of Being Pure at Heart,Young Adult Friction,,,,113,1
BAGeL Radio,A,Typhoon,Young Fathers -White Lighter,,,,110,1
BAGeL Radio,A,PINS,Young Girls -Wild Nights,,,,179,2
BAGeL Radio,A,The Shins,Young Pilgrims -Chutes Too Narrow,,,,125,1
BAGeL Radio,A,Casiotone For The Painfully Alone,Young Shields -Etiquette,,,,142,1
BAGeL Radio,A,Young Statues,Young Statues,,,,213,1
BAGeL Radio,A,Voxtrot,Your Biggest Fan -Your Biggest Fan,,,,111,1
BAGeL Radio,A,King Of Prussia,Your Condition -Zonian Girls...And The Echoes That Surround Us All,,,,126,1
BAGeL Radio,A,Tokyo Police Club,Your English Is Good,,,,74,1
BAGeL Radio,A,Sugar,Your Favorite Thing -File Under Easy Listening,,,,111,1
BAGeL Radio,A,Melanie De Biasio,Your Freedom Is The End of Me -Lillies,,,,132,1
BAGeL Radio,A,BOYTOY,Your Girl,,,,55,1
BAGeL Radio,A,BOYTOY,Your Girl -Grackle,,,,111,1
BAGeL Radio,A,MGMT,Your Life Is A Lie -MGMT,,,,70,1
BAGeL Radio,A,The Persian Leaps,Your Loss -Smiling Lessons,,,,64,1
BAGeL Radio,A,Son Little,Your Love Will Blow Me Away When My Heart Aches,,,,58,1
BAGeL Radio,A,Ex Norwegian,Your Mind Is Mine -Hue Spotting,,,,85,1
BAGeL Radio,A,Clue To Kalo,Your Palsy to Protect You,,,,197,2
BAGeL Radio,A,Fear of Men,Your Side,,,,116,1
BAGeL Radio,A,New Order,Your Silent Face,,,,135,1
BAGeL Radio,A,New Order,"Your Silent Face -Power, Corruption & Lies",,,,174,1
BAGeL Radio,A,White Town,Your Woman -Women In Technology,,,,121,1
BAGeL Radio,A,Generationals,Yours Forever -Actor-Caster,,,,115,1
BAGeL Radio,A,Pale Honey,Youth -Pale Honey,,,,164,1
BAGeL Radio,A,Surfbort,Youth Group Therapy,,,,1009,9
BAGeL Radio,A,Keep on Truckin',Youth Group Therapy  - Surfbort,,,,421,3
BAGeL Radio,A,Surfbort,Youth Group Therapy -Keep on Truckin',,,,1038,9
BAGeL Radio,A,WHY?,Yoyo Bye Bye (a cover by Xiu Xiu (radio clean)) -The Hollows EP,,,,138,1
BAGeL Radio,A,The Coffin Daggers,Yozora No Hoshi,,,,135,1
BAGeL Radio,A,Land Of Talk,Yuppy Flu,,,,117,1
BAGeL Radio,A,The Raveonettes,Z-Boys,,,,311,3
BAGeL Radio,A,The Babe Rainbow,Zeitgeist,,,,69,1
BAGeL Radio,A,Ritual Howls,Zemmoa,,,,135,1
BAGeL Radio,A,BOAT,Zombie State of Mind,,,,165,1
BAGeL Radio,A,BOAT,Zombie State of Mind -Tread Lightly,,,,192,1
BAGeL Radio,A,Jews and Catholics,Zombie Teeth -Who Are? We Think We Are!,,,,141,1
BAGeL Radio,A,Pond,Zond,,,,203,2
BAGeL Radio,A,Rafter,Zzzpenchant,,,,105,1
BAGeL Radio,A,Pavement,Zürich Is Stained -Slanted & Enchanted: Luxe & Reduxe (Disc 1),,,,79,1
